text,topic,sentiment,annotator,confidence,match_key,match_text,source,date,channel,product,language,clean_text,match_score
homesend find attached the settlement activity reports generated on regards homesend email,Payments,neutral,annotator_1,high,homesend find attached the settlement activity reports generated on regards homesend email,homesend find attached the settlement activity reports generated on regards homesend email,CRM Tool,01/11/2025 00:00,Service Email,HomeSend,english,homesend find attached the settlement activity reports generated on regards homesend email,100.0
how do i get onboard ecosystem to borrow some loan email wrote bii you a happy birthday this special day bring you joy and happiness you for choosing us as your financial partner look forward to continue partnering with you towards achieving your dreams and aspirations birthday any queries or support click here to talk to us accountnumber keequitybank keequitybank equitybank unsubscribe from future emails or to update your email preferences,Loans,neutral,annotator_1,high,how do i get onboard ecosystem to borrow some loan email wrote bii you a happy birthday this special day bring you joy and happiness you for choosing us as your financial partner look forward to continue partnering with you towards achieving your dreams and aspirations birthday any queries or support click here to talk to us accountnumber keequitybank keequitybank equitybank unsubscribe from future emails or to update your email preferences,how do i get onboard ecosystem to borrow some loan email wrote bii you a happy birthday this special day bring you joy and happiness you for choosing us as your financial partner look forward to continue partnering with you towards achieving your dreams and aspirations birthday any queries or support click here to talk to us accountnumber keequitybank keequitybank equitybank unsubscribe from future emails or to update your email preferences,CRM Tool,11/11/2025 00:00,Service Email,One Month Loan,english,how do i get onboard ecosystem to borrow some loan email wrote bii you a happy birthday this special day bring you joy and happiness you for choosing us as your financial partner look forward to continue partnering with you towards achieving your dreams and aspirations birthday any queries or support click here to talk to us accountnumber keequitybank equitybank unsubscribe from future emails or to update your email preferences,99.55156950672645
i am requesting your urgent assistance regarding an incoming money transfer from the uk via sent on funds have not reached my account up to now help me trace the funds and confirm whether there is any issue from your side accountnumber gbp id rpl is extremely urgent because the funds were meant for medical treatment you for your support regards wanjiku karuri phone,Payments,neutral,annotator_1,high,i am requesting your urgent assistance regarding an incoming money transfer from the uk via sent on funds have not reached my account up to now help me trace the funds and confirm whether there is any issue from your side accountnumber gbp id rpl is extremely urgent because the funds were meant for medical treatment you for your support regards wanjiku karuri phone,i am requesting your urgent assistance regarding an incoming money transfer from the uk via sent on funds have not reached my account up to now help me trace the funds and confirm whether there is any issue from your side accountnumber gbp id rpl is extremely urgent because the funds were meant for medical treatment you for your support regards wanjiku karuri phone,CRM Tool,06/12/2025 00:00,Service Email,Remitly,english,i am requesting your urgent assistance regarding an incoming money transfer from the uk via sent on funds have not reached my account up to now help me trace the funds and confirm whether there is any issue from your side esther wanjiku esther wanjiku karuri accountnumber gbp id rpl is extremely urgent because the funds were meant for medical treatment you for your support regards wanjiku karuri phone,93.26556543837357
i am trying to login to my account but i cant,Mobile Banking App,neutral,annotator_1,high,i am trying to login to my account but i cant,i am trying to login to my account but i cant,CRM Tool,01/11/2025 00:00,Service Email,Mobile,english,i am trying to login to my account but i cant,95.74468085106383
i am trying to sign in to my account with no success help,Acccount Issues,neutral,annotator_1,high,i am trying to sign in to my account with no success help,i am trying to sign in to my account with no success help,CRM Tool,01/11/2025 00:00,Service Email,Mobile,english,i am trying to sign in to my account with no success help,100.0
i am writing to humbly request your consideration for the writeoff of my outstanding loan balance of ksh i took this loan to support my small business at but a devastating fire destroyed my entire business including stock and equipment leaving me without any source of income my best efforts i am unable to meet the loan repayment obligations i have always valued banks support to small business owners and kindly appeal for your assistance under these unforeseen circumstances identification details are id idnumber phone email understanding and support in this matter would allow me to rebuild my business and livelihood you very much for your time and consideration i sincerely hope for a favourable response phone quotname begins with a mindset of growthquot,Loans,neutral,annotator_1,high,i am writing to humbly request your consideration for the writeoff of my outstanding loan balance of ksh i took this loan to support my small business at but a devastating fire destroyed my entire business including stock and equipment leaving me without any source of income my best efforts i am unable to meet the loan repayment obligations i have always valued banks support to small business owners and kindly appeal for your assistance under these unforeseen circumstances identification details are id idnumber phone email understanding and support in this matter would allow me to rebuild my business and livelihood you very much for your time and consideration i sincerely hope for a favourable response phone quotname begins with a mindset of growthquot,i am writing to humbly request your consideration for the writeoff of my outstanding loan balance of ksh i took this loan to support my small business at but a devastating fire destroyed my entire business including stock and equipment leaving me without any source of income my best efforts i am unable to meet the loan repayment obligations i have always valued banks support to small business owners and kindly appeal for your assistance under these unforeseen circumstances identification details are id idnumber phone email understanding and support in this matter would allow me to rebuild my business and livelihood you very much for your time and consideration i sincerely hope for a favourable response phone quotname begins with a mindset of growthquot,CRM Tool,27/11/2025 00:00,Service Email,Personal/Salary Loans,english,i am writing to humbly request your consideration for the writeoff of my outstanding loan balance of ksh i took this loan to support my small business at but a devastating fire destroyed my entire business including stock and equipment leaving me without any source of income my best efforts i am unable to meet the loan repayment obligations i have always valued banks support to small business owners and kindly appeal for your assistance under these unforeseen circumstances identification details are id idnumber phone email understanding and support in this matter would allow me to rebuild my business and livelihood you very much for your time and consideration i sincerely hope for a favourable response phone quotname begins with a mindset of growthquot,100.0
i am writing to report an issue with a recent card transaction i performed a card swipe and withdrawal of rwf in namewhich is approximately usd my bank account was debited usd instead discrepancy is very concerning as the debited amount is far higher than the intended transaction value assist in urgently reviewing and reversing the excess charge are the transaction details type card swipewithdrawal intended rwf debited usd ac accountnumber date particulars emeraude ltd purchaseaccountnumber,Cards,neutral,annotator_1,high,i am writing to report an issue with a recent card transaction i performed a card swipe and withdrawal of rwf in namewhich is approximately usd my bank account was debited usd instead discrepancy is very concerning as the debited amount is far higher than the intended transaction value assist in urgently reviewing and reversing the excess charge are the transaction details type card swipewithdrawal intended rwf debited usd ac accountnumber date particulars emeraude ltd purchaseaccountnumber,i am writing to report an issue with a recent card transaction i performed a card swipe and withdrawal of rwf in namewhich is approximately usd my bank account was debited usd instead discrepancy is very concerning as the debited amount is far higher than the intended transaction value assist in urgently reviewing and reversing the excess charge are the transaction details type card swipewithdrawal intended rwf debited usd ac accountnumber date particulars emeraude ltd purchaseaccountnumber,CRM Tool,29/12/2025 00:00,Service Web,Card Transaction Disputes,english,i am writing to report an issue with a recent card transaction i performed a card swipe and withdrawal of rwf in namewhich is approximately usd my bank account was debited usd instead discrepancy is very concerning as the debited amount is far higher than the intended transaction value assist in urgently reviewing and reversing the excess charge are the transaction details type card swipewithdrawal intended rwf debited usd ac accountnumber date particulars emeraude ltd purchaseaccountnumber,100.0
i can someone apply for a loan i need your help,Loans,neutral,annotator_1,high,i can someone apply for a loan i need your help,i can someone apply for a loan i need your help,CRM Tool,01/11/2025 00:00,Service Email,One Month Loan,english,can someone apply for a loan i need your help,91.83673469387756
i cant access my account at the moment kindly help out,Acccount Issues,neutral,annotator_1,high,i cant access my account at the moment kindly help out,i cant access my account at the moment kindly help out,CRM Tool,01/11/2025 00:00,Service Email,Mobile,english,i cant access my account at the moment kindly help out,100.0
i cant sign up cos it says my email account is already in the system however i dont own an account on the portal and i do i cant remember the password help me im going to get kicked out of this hostel if i dont provide a statement,Mobile Banking App,neutral,annotator_1,high,i cant sign up cos it says my email account is already in the system however i dont own an account on the portal and i do i cant remember the password help me im going to get kicked out of this hostel if i dont provide a statement,i cant sign up cos it says my email account is already in the system however i dont own an account on the portal and i do i cant remember the password help me im going to get kicked out of this hostel if i dont provide a statement,CRM Tool,01/11/2025 00:00,Service Email,Mobile,english,i cant sign up cos it says my email account is already in the system however i dont own an account on the portal and i do i cant remember the password help me im going to get kicked out of this hostel if i dont provide a statement,99.13793103448276
i changed my device and i need to log into my account online on the app but im failing to sign in and i dont have account number,Mobile Banking App,neutral,annotator_1,high,i changed my device and i need to log into my account online on the app but im failing to sign in and i dont have account number,i changed my device and i need to log into my account online on the app but im failing to sign in and i dont have account number,CRM Tool,01/11/2025 00:00,Service Email,Mobile,english,changed my device and i need to log into my account online on the app but im failing to sign in and i dont have account number,95.45454545454545
i cleared my loan please let it reflect in the app id no idnumbername kindly i am begging assist,Loans,neutral,annotator_1,high,i cleared my loan please let it reflect in the app id no idnumbername kindly i am begging assist,i cleared my loan please let it reflect in the app id no idnumbername kindly i am begging assist,CRM Tool,06/11/2025 00:00,Service Email,Instalment Loan,english,i cleared my loan please let it reflect in the app id no idnumbername kindly i am begging assist,97.95918367346938
i erroneously cleared my full loan instead of a partial payment this be reversed,Loans,neutral,annotator_1,high,i erroneously cleared my full loan instead of a partial payment this be reversed,i erroneously cleared my full loan instead of a partial payment this be reversed,CRM Tool,23/12/2025 00:00,Service Web,One Month Loan,english,i erroneously cleared my full loan instead of a partial payment this be reversed,100.0
i forgot my password for mobile banking,Mobile Banking App,neutral,annotator_1,high,i forgot my password for mobile banking,i forgot my password for mobile banking,CRM Tool,08/11/2025 00:00,Service Email,Mobile,unknown,i forgot my password for my mobile banking app,91.76470588235294
i forgot my password for the mobile app banking i was requesting for your help,Mobile Banking App,neutral,annotator_1,high,i forgot my password for the mobile app banking i was requesting for your help,i forgot my password for the mobile app banking i was requesting for your help,CRM Tool,01/11/2025 00:00,Service Email,Mobile,english,forgot my password for the mobile app banking i was requesting for your help,92.6829268292683
i forgotten my password how can i reset it since the safaricom line is notworking,Mobile Banking App,neutral,annotator_1,high,i forgotten my password how can i reset it since the safaricom line is notworking,i forgotten my password how can i reset it since the safaricom line is notworking,CRM Tool,01/11/2025 00:00,Service Email,Mobile,english,forgotten my password how can i reset it since the safaricom line is not,92.94117647058823
i got a activation code after it got locked bt the code since i didnt log in on time  email wrote no idnumber error is that i cant log in my password getting a code but not working email wrote,Mobile Banking App,neutral,annotator_1,high,i got a activation code after it got locked bt the code since i didnt log in on time  email wrote no idnumber error is that i cant log in my password getting a code but not working email wrote,i got a activation code after it got locked bt the code since i didnt log in on time  email wrote no idnumber error is that i cant log in my password getting a code but not working email wrote,CRM Tool,01/11/2025 00:00,Service Email,Mobile,english,i got a activation code after it got locked bt the code since i didnt log in on time nixon mbaya email wrote no idnumber error is that i cant log in my password getting a code but not working email wrote,95.97989949748744
i got a call from a customer representative and was asked to retry and share feedback is the message i got application was unsuccessful visit your nearest branch or call our customer service on phone for more information njvekebfe,Acccount Issues,neutral,annotator_1,high,i got a call from a customer representative and was asked to retry and share feedback is the message i got application was unsuccessful visit your nearest branch or call our customer service on phone for more information njvekebfe,i got a call from a customer representative and was asked to retry and share feedback is the message i got application was unsuccessful visit your nearest branch or call our customer service on phone for more information njvekebfe,CRM Tool,22/11/2025 00:00,Mobile App,One Month Loan,english,i got a call from a customer representative and was asked to retry and share feedback is the message i got application was unsuccessful visit your nearest branch or call our customer service on phone for more information njvekebfe,100.0
i have a problem with my account loggings i need help with changing my password,Mobile Banking App,neutral,annotator_1,high,i have a problem with my account loggings i need help with changing my password,i have a problem with my account loggings i need help with changing my password,CRM Tool,01/11/2025 00:00,Service Email,Mobile,english,i have a problem with my account loggings i need help with changing my password,97.53086419753086
i have an account and even need an advance loan since i am a tsc employee,Loans,neutral,annotator_1,high,i have an account and even need an advance loan since i am a tsc employee,i have an account and even need an advance loan since i am a tsc employee,CRM Tool,01/11/2025 00:00,Service Email,Salary advance,english,i have an account and even need an advance loan since i am a tsc employee,100.0
i have been borrowing from app under installment loan facilitymy repayment process has been good but i still have some balances to be cleared soona balance of k i need a long term agreement loan to expand my poultry farming projectim a maize farmer and poultry keeper i qualify to take a long term loan facility of atleast k to expand my project details accountnumber idnumber name kiprotich let me know,Loans,neutral,annotator_1,high,i have been borrowing from app under installment loan facilitymy repayment process has been good but i still have some balances to be cleared soona balance of k i need a long term agreement loan to expand my poultry farming projectim a maize farmer and poultry keeper i qualify to take a long term loan facility of atleast k to expand my project details accountnumber idnumber name kiprotich let me know,i have been borrowing from app under installment loan facilitymy repayment process has been good but i still have some balances to be cleared soona balance of k i need a long term agreement loan to expand my poultry farming projectim a maize farmer and poultry keeper i qualify to take a long term loan facility of atleast k to expand my project details accountnumber idnumber name kiprotich let me know,CRM Tool,09/11/2025 00:00,Service Email,Food and Agriculture Loans,english,i have been borrowing from app under installment loan facilitymy repayment process has been good but i still have some balances to be cleared soona balance of k i need a long term agreement loan to expand my poultry farming projectim a maize farmer and poultry keeper i qualify to take a long term loan facility of atleast k to expand my project details accountnumber idnumber name kiprotich let me know,97.5669099756691
i have been required to update my crb status does this mean,Loans,neutral,annotator_1,high,i have been required to update my crb status does this mean,i have been required to update my crb status does this mean,CRM Tool,01/11/2025 00:00,Service Email,Credit CRB,unknown,have been required to update my crb status does this mean,93.44262295081968
i have challenges with my mobile application,Mobile Banking App,neutral,annotator_1,high,i have challenges with my mobile application,i have challenges with my mobile application,CRM Tool,01/11/2025 00:00,Service Email,Mobile,unknown,have challenges with my mobile application,91.30434782608697
i have changed my number send that code to my please,Mobile Banking App,neutral,annotator_1,high,i have changed my number send that code to my please,i have changed my number send that code to my please,CRM Tool,01/11/2025 00:00,Service Email,Mobile,unknown,have changed my number send that code to my please,89.28571428571429
i have forgotten my app password please help me recoverit,Mobile Banking App,neutral,annotator_1,high,i have forgotten my app password please help me recoverit,i have forgotten my app password please help me recoverit,CRM Tool,29/11/2025 00:00,Service Email,Mobile,unknown,have forgotten my app password please help me regain it,91.07142857142857
i have forgotten my password,Mobile Banking App,neutral,annotator_1,high,i have forgotten my password,i have forgotten my password,CRM Tool,22/11/2025 00:00,Service Email,Mobile,unknown,i have forgot my password,94.33962264150944
i have problem with transferring money money to my accounti got loan and aprroved to my account but i cant access and my balance is still the same,Acccount Issues,neutral,annotator_1,high,i have problem with transferring money money to my accounti got loan and aprroved to my account but i cant access and my balance is still the same,i have problem with transferring money money to my accounti got loan and aprroved to my account but i cant access and my balance is still the same,CRM Tool,03/11/2025 00:00,Service Email,Salary advance,english,i have problem with transferring money to my accounti got loan and aprroved to my account but i cant access and my balance is still the same,98.64864864864865
i have try my best to upload the crb but i didnt managecan you try and help me coz i wanted to get a loan name past two months my loan was high but now i see my my limit has been reduced can i know why,Loans,neutral,annotator_1,high,i have try my best to upload the crb but i didnt managecan you try and help me coz i wanted to get a loan name past two months my loan was high but now i see my my limit has been reduced can i know why,i have try my best to upload the crb but i didnt managecan you try and help me coz i wanted to get a loan name past two months my loan was high but now i see my my limit has been reduced can i know why,CRM Tool,03/12/2025 00:00,Service Email,Credit CRB,english,i have try my best to upload the crb but i didnt managecan you try and help me coz i wanted to get a loan past two months my loan was high but now i see my limit has been reduced can i know why,99.01477832512316
i hope this email finds you well i am writing to request a onetime temporary increase in the spending limit on my card ending with i need to book a flight that slightly exceeds my limit i request that ypu extend my card limit temporarily to half millions shillings to enable me to complete this transaction you for your attention to my request name regards,Cards,neutral,annotator_1,high,i hope this email finds you well i am writing to request a onetime temporary increase in the spending limit on my card ending with i need to book a flight that slightly exceeds my limit i request that ypu extend my card limit temporarily to half millions shillings to enable me to complete this transaction you for your attention to my request name regards,i hope this email finds you well i am writing to request a onetime temporary increase in the spending limit on my card ending with i need to book a flight that slightly exceeds my limit i request that ypu extend my card limit temporarily to half millions shillings to enable me to complete this transaction you for your attention to my request name regards,CRM Tool,01/11/2025 00:00,Service Email,Card Authorization and Risk,english,i hope this email finds you well i am writing to request a onetime temporary increase in the spending limit on my card ending with i need to book a flight that slightly exceeds my limit i request that ypu extend my card limit temporarily to half millions shillings to enable me to complete this transaction you for your attention to my request regards,99.4413407821229
i hope this message finds you well i am writing to kindly request an extension on the repayment period for my loan account accountnumber to financial challenges i am currently unable to complete the repayment as originally planned i therefore request to be allowed up to to clear the remaining balance i am committed to settling the loan in full and maintaining a good relationship with the bank you for your understanding and consideration regards everlyne ondisa id idnumber phone,Loans,neutral,annotator_1,high,i hope this message finds you well i am writing to kindly request an extension on the repayment period for my loan account accountnumber to financial challenges i am currently unable to complete the repayment as originally planned i therefore request to be allowed up to to clear the remaining balance i am committed to settling the loan in full and maintaining a good relationship with the bank you for your understanding and consideration regards everlyne ondisa id idnumber phone,i hope this message finds you well i am writing to kindly request an extension on the repayment period for my loan account accountnumber to financial challenges i am currently unable to complete the repayment as originally planned i therefore request to be allowed up to to clear the remaining balance i am committed to settling the loan in full and maintaining a good relationship with the bank you for your understanding and consideration regards everlyne ondisa id idnumber phone,CRM Tool,08/11/2025 00:00,Service Email,Personal/Salary Loans,english,i hope this message finds you well i am writing to kindly request an extension on the repayment period for my loan account accountnumber to financial challenges i am currently unable to complete the repayment as originally planned i therefore request to be allowed up to clear the remaining balance i am committed to settling the loan in full and maintaining a good relationship with the bank you for your understanding and consideration regards everlyne ondisa id idnumber phone,99.58677685950413
i hope this message finds you well i am writing to request an extension or restructuring of my loan with account number accountnumber i recently lost my job which has greatly affected my ability to service the loan as per the agreed schedule i kindly request your consideration in granting me a fivemonth grace period to allow me time to secure new employment and stabilize my financial situation i remain committed to fulfilling my loan obligations and would greatly appreciate your assistance and guidance on how best to proceed let me know if you require any supporting documents or additional information to process my request you for your understanding and continued support regards id idnumber phone email,Loans,neutral,annotator_1,high,i hope this message finds you well i am writing to request an extension or restructuring of my loan with account number accountnumber i recently lost my job which has greatly affected my ability to service the loan as per the agreed schedule i kindly request your consideration in granting me a fivemonth grace period to allow me time to secure new employment and stabilize my financial situation i remain committed to fulfilling my loan obligations and would greatly appreciate your assistance and guidance on how best to proceed let me know if you require any supporting documents or additional information to process my request you for your understanding and continued support regards id idnumber phone email,i hope this message finds you well i am writing to request an extension or restructuring of my loan with account number accountnumber i recently lost my job which has greatly affected my ability to service the loan as per the agreed schedule i kindly request your consideration in granting me a fivemonth grace period to allow me time to secure new employment and stabilize my financial situation i remain committed to fulfilling my loan obligations and would greatly appreciate your assistance and guidance on how best to proceed let me know if you require any supporting documents or additional information to process my request you for your understanding and continued support regards id idnumber phone email,CRM Tool,05/11/2025 00:00,Service Email,Personal/Salary Loans,english,i hope this message finds you well i am writing to request an extension or restructuring of my loan with account number accountnumber i recently lost my job which has greatly affected my ability to service the loan as per the agreed schedule i kindly request your consideration in granting me a fivemonth grace period to allow me time to secure new employment and stabilize my financial situation i remain committed to fulfilling my loan obligations and would greatly appreciate your assistance and guidance on how best to proceed let me know if you require any supporting documents or additional information to process my request you for your understanding and continued support regards id idnumber phone email,100.0
i hope this message finds you well i am writing to request assistance regarding my account and the account number is accountnumber and the phone number linked to the account is phone i have been attempting to log in to the without success at around pm i visited the branch where the staff kindly attempted to assist me despite their efforts the mobile app still could not log in account was originally opened in and has been dormant for some time but i recently reactivated it at the same branch and would like to resume normal use i kindly request your support in helping me regain access to the or guiding me on the necessary steps to resolve this issue remotely because it took me nearly minutes there and there wasnt any meaningful progress i dont fault the lovely lady who assisted me am sure she did the best she could have done you in advance for your assistance i look forward to your prompt response regards,Acccount Issues,neutral,annotator_1,high,i hope this message finds you well i am writing to request assistance regarding my account and the account number is accountnumber and the phone number linked to the account is phone i have been attempting to log in to the without success at around pm i visited the branch where the staff kindly attempted to assist me despite their efforts the mobile app still could not log in account was originally opened in and has been dormant for some time but i recently reactivated it at the same branch and would like to resume normal use i kindly request your support in helping me regain access to the or guiding me on the necessary steps to resolve this issue remotely because it took me nearly minutes there and there wasnt any meaningful progress i dont fault the lovely lady who assisted me am sure she did the best she could have done you in advance for your assistance i look forward to your prompt response regards,i hope this message finds you well i am writing to request assistance regarding my account and the account number is accountnumber and the phone number linked to the account is phone i have been attempting to log in to the without success at around pm i visited the branch where the staff kindly attempted to assist me despite their efforts the mobile app still could not log in account was originally opened in and has been dormant for some time but i recently reactivated it at the same branch and would like to resume normal use i kindly request your support in helping me regain access to the or guiding me on the necessary steps to resolve this issue remotely because it took me nearly minutes there and there wasnt any meaningful progress i dont fault the lovely lady who assisted me am sure she did the best she could have done you in advance for your assistance i look forward to your prompt response regards,CRM Tool,28/11/2025 00:00,Service Email,Mobile,english,i hope this message finds you well i am writing to request assistance regarding my account and the account number is accountnumber and the phone number linked to the account is phone i have been attempting to log in to the without success at around pm i visited the branch where the staff kindly attempted to assist me despite their efforts the mobile app still could not log in account was originally opened in has been dormant for some time but i recently reactivated it at the same branch and would like to resume normal use i kindly request your support in helping me regain access to the or guiding me on the necessary steps to resolve this issue remotely because it took me nearly minutes there and there wasnt any meaningful progress i dont fault the lovely lady who assisted me am sure she did the best she could have done you in advance for your assistance i look forward to your prompt response regards,99.34640522875817
i hope this message finds you well i recently cleared my remaining loan balance of kes and my account is now fully settled i kindly request that you review and update my loan limit so that i can continue to access credit facilities as a loyal member of the bank you for your continued support and excellent service regards iruois your phone am pm,Loans,neutral,annotator_1,high,i hope this message finds you well i recently cleared my remaining loan balance of kes and my account is now fully settled i kindly request that you review and update my loan limit so that i can continue to access credit facilities as a loyal member of the bank you for your continued support and excellent service regards iruois your phone am pm,i hope this message finds you well i recently cleared my remaining loan balance of kes and my account is now fully settled i kindly request that you review and update my loan limit so that i can continue to access credit facilities as a loyal member of the bank you for your continued support and excellent service regards iruois your phone am pm,CRM Tool,01/11/2025 00:00,Service Email,One Month Loan,english,i hope this message finds you well i recently cleared my remaining loan balance of kes and my account is now fully settled i kindly request that you review and update my loan limit so that i can continue to access credit facilities as a loyal member of the bank you for your continued support and excellent service regards iruois your phone am pm,100.0
i hope this message finds you well is name id no idnumber at hrs i made an international transfer of euros to in reference adbe i noticed that an additional euros were deducted from my account during the transactionname you please clarify why this extra amount was charged if i request to cancel the transaction will the full amount that was deducted from my account be refunded back to my account euros euros currently not in a place capable of visiting branch in person you for your assistance i look forward to your prompt response,Acccount Issues,neutral,annotator_1,high,i hope this message finds you well is name id no idnumber at hrs i made an international transfer of euros to in reference adbe i noticed that an additional euros were deducted from my account during the transactionname you please clarify why this extra amount was charged if i request to cancel the transaction will the full amount that was deducted from my account be refunded back to my account euros euros currently not in a place capable of visiting branch in person you for your assistance i look forward to your prompt response,i hope this message finds you well is name id no idnumber at hrs i made an international transfer of euros to in reference adbe i noticed that an additional euros were deducted from my account during the transactionname you please clarify why this extra amount was charged if i request to cancel the transaction will the full amount that was deducted from my account be refunded back to my account euros euros currently not in a place capable of visiting branch in person you for your assistance i look forward to your prompt response,CRM Tool,01/11/2025 00:00,Service Email,SWIFT,english,i hope this message finds you well is name id no idnumber at hrs i made an international transfer of euros to in reference adbe i noticed that an additional euros were deducted from my account during the transactionname you please clarify why this extra amount was charged if i request to cancel the transaction will the full amount that was deducted from my account be refunded back to my account euros currently not in a place capable of visiting branch in person you for your assistance i look forward to your prompt response,99.6268656716418
